Date,Time,Open,High,Low,Close,Volume
2012.06.04,00:00,1.53560,1.54150,1.53420,1.53820,84574
2012.06.05,00:00,1.53820,1.54070,1.53210,1.53810,85732
2012.06.06,00:00,1.53820,1.55150,1.53720,1.54950,93746
2012.06.07,00:00,1.54950,1.56000,1.54300,1.55270,93170
2012.06.08,00:00,1.55260,1.55360,1.54030,1.54680,91460
2012.06.11,00:00,1.55110,1.55800,1.54820,1.54830,89893
2012.06.12,00:00,1.54840,1.55890,1.54540,1.55690,88350
2012.06.13,00:00,1.55690,1.55970,1.55040,1.55040,88089
2012.06.14,00:00,1.55040,1.55630,1.54720,1.55610,88666
2012.06.15,00:00,1.55620,1.57270,1.54760,1.57110,86474
2012.06.18,00:00,1.57100,1.57410,1.56360,1.56650,94501
2012.06.19,00:00,1.56650,1.57560,1.56140,1.57230,92314
2012.06.20,00:00,1.57230,1.57760,1.56500,1.57160,93188
2012.06.21,00:00,1.57160,1.57320,1.55770,1.55900,95074
2012.06.22,00:00,1.55910,1.56340,1.55570,1.55830,87452
2012.06.25,00:00,1.55660,1.55940,1.55380,1.55720,80912
2012.06.26,00:00,1.55720,1.56500,1.55630,1.56410,80963
2012.06.27,00:00,1.56410,1.56410,1.55450,1.55660,65192
2012.06.28,00:00,1.55670,1.56230,1.54850,1.55170,74724
2012.06.29,00:00,1.55170,1.57140,1.55030,1.57040,86771
2012.07.02,00:00,1.56960,1.57210,1.56410,1.56900,71349
2012.07.03,00:00,1.56900,1.57120,1.56570,1.56870,65228
2012.07.04,00:00,1.56880,1.56930,1.55740,1.55860,63850
2012.07.05,00:00,1.55860,1.56220,1.54990,1.55230,73292
2012.07.06,00:00,1.55230,1.55500,1.54610,1.54890,68674
2012.07.09,00:00,1.54800,1.55340,1.54700,1.55250,61136
2012.07.10,00:00,1.55250,1.55470,1.54770,1.55170,65138
2012.07.11,00:00,1.55180,1.55770,1.54860,1.55010,64360
2012.07.12,00:00,1.55010,1.55160,1.53930,1.54260,68042
2012.07.13,00:00,1.54260,1.55800,1.54140,1.55740,66866
2012.07.16,00:00,1.55760,1.56530,1.55160,1.56350,61348
2012.07.17,00:00,1.56350,1.56770,1.55530,1.56520,69204
2012.07.18,00:00,1.56520,1.56670,1.55810,1.56520,67687
2012.07.19,00:00,1.56520,1.57350,1.56360,1.57230,70847
2012.07.20,00:00,1.57230,1.57250,1.56110,1.56200,67744
2012.07.23,00:00,1.56220,1.56250,1.54850,1.55060,75324
2012.07.24,00:00,1.55060,1.55510,1.54860,1.55040,73738
2012.07.25,00:00,1.55050,1.55510,1.54580,1.54970,76420
2012.07.26,00:00,1.54980,1.57230,1.54700,1.56860,79658
2012.07.27,00:00,1.56850,1.57670,1.56660,1.57440,81149
2012.07.30,00:00,1.57360,1.57490,1.56700,1.57090,67249
2012.07.31,00:00,1.57080,1.57290,1.56250,1.56750,71222
2012.08.01,00:00,1.56770,1.56900,1.55300,1.55350,69092
2012.08.02,00:00,1.55350,1.56780,1.54900,1.55140,79327
2012.08.03,00:00,1.55140,1.56560,1.55040,1.56380,74303
2012.08.06,00:00,1.56150,1.56640,1.55450,1.56010,69094
2012.08.07,00:00,1.56020,1.56840,1.55640,1.56200,69750
2012.08.08,00:00,1.56200,1.56760,1.55720,1.56560,68442
2012.08.09,00:00,1.56550,1.56840,1.56050,1.56370,67393
2012.08.10,00:00,1.56370,1.57000,1.55770,1.56870,63889
2012.08.13,00:00,1.56770,1.57170,1.56570,1.56840,57825
2012.08.14,00:00,1.56830,1.57260,1.56700,1.56760,62992
2012.08.15,00:00,1.56760,1.57010,1.56600,1.56830,57766
2012.08.16,00:00,1.56820,1.57440,1.56350,1.57320,62576
2012.08.17,00:00,1.57320,1.57390,1.56740,1.56930,61614
2012.08.20,00:00,1.57060,1.57170,1.56770,1.57100,55512
2012.08.21,00:00,1.57100,1.58040,1.57020,1.57810,60326
2012.08.22,00:00,1.57810,1.58810,1.57680,1.58800,64258
2012.08.23,00:00,1.58800,1.59120,1.58570,1.58590,65679
2012.08.24,00:00,1.58590,1.58680,1.58020,1.58090,59838
2012.08.27,00:00,1.58190,1.58280,1.57900,1.57930,42001
2012.08.28,00:00,1.57930,1.58350,1.57530,1.58180,52979
2012.08.29,00:00,1.58180,1.58540,1.58020,1.58320,45971
2012.08.30,00:00,1.58310,1.58740,1.57700,1.57840,47692
2012.08.31,00:00,1.57850,1.58940,1.57780,1.58660,60480
2012.09.03,00:00,1.58780,1.58980,1.58490,1.58830,49791
2012.09.04,00:00,1.58840,1.59080,1.58580,1.58700,56857
2012.09.05,00:00,1.58700,1.59340,1.58260,1.59020,66542
2012.09.06,00:00,1.59010,1.59410,1.58810,1.59310,63884
2012.09.07,00:00,1.59310,1.60340,1.59220,1.60080,66761
2012.09.10,00:00,1.60170,1.60180,1.59580,1.59880,54603
2012.09.11,00:00,1.59880,1.60830,1.59810,1.60690,62338
2012.09.12,00:00,1.60690,1.61300,1.60630,1.61060,69010
2012.09.13,00:00,1.61060,1.61730,1.60740,1.61540,69714
2012.09.14,00:00,1.61540,1.62540,1.61430,1.62150,75411
2012.09.17,00:00,1.62220,1.62730,1.62100,1.62490,62672
2012.09.18,00:00,1.62490,1.62660,1.62200,1.62430,66225
2012.09.19,00:00,1.62430,1.62700,1.61830,1.62200,68494
2012.09.20,00:00,1.62200,1.62350,1.61630,1.62140,73650
2012.09.21,00:00,1.62140,1.63090,1.62120,1.62290,73645
2012.09.24,00:00,1.62290,1.62490,1.61820,1.62190,63365
2012.09.25,00:00,1.62180,1.62670,1.61820,1.61850,70935
2012.09.26,00:00,1.61840,1.62080,1.61360,1.61630,74488
2012.09.27,00:00,1.61640,1.62430,1.61560,1.62350,74927
2012.09.28,00:00,1.62340,1.62710,1.61120,1.61630,78472
2012.10.01,00:00,1.61470,1.61740,1.61080,1.61290,66958
2012.10.02,00:00,1.61290,1.61860,1.61240,1.61310,67529
2012.10.03,00:00,1.61310,1.61400,1.60660,1.60740,69056
2012.10.04,00:00,1.60750,1.62010,1.60710,1.61910,71224
2012.10.05,00:00,1.61910,1.62170,1.61230,1.61340,67000
2012.10.08,00:00,1.61340,1.61410,1.60210,1.60260,66642
2012.10.09,00:00,1.60260,1.60450,1.59760,1.60020,66692
2012.10.10,00:00,1.60020,1.60340,1.59760,1.60050,64692
2012.10.11,00:00,1.60040,1.60530,1.59840,1.60440,59383
2012.10.12,00:00,1.60440,1.60960,1.60180,1.60670,56046
2012.10.15,00:00,1.60770,1.60800,1.60210,1.60700,55316
2012.10.16,00:00,1.60700,1.61320,1.60600,1.61100,55397
2012.10.17,00:00,1.61100,1.61780,1.61080,1.61480,58724
2012.10.18,00:00,1.61480,1.61700,1.60410,1.60430,58706
2012.10.19,00:00,1.60430,1.60660,1.59960,1.59990,57041
2012.10.22,00:00,1.60130,1.60510,1.59900,1.60140,53081
2012.10.23,00:00,1.60130,1.60230,1.59120,1.59510,57285
2012.10.24,00:00,1.59510,1.60470,1.59350,1.60360,60440
2012.10.25,00:00,1.60360,1.61420,1.60250,1.61170,54796
2012.10.26,00:00,1.61170,1.61400,1.60800,1.61020,53251
2012.10.29,00:00,1.60970,1.60980,1.60060,1.60270,40006
2012.10.30,00:00,1.60270,1.60850,1.60200,1.60780,42928
2012.10.31,00:00,1.60780,1.61380,1.60670,1.61300,50135
2012.11.01,00:00,1.61300,1.61750,1.61200,1.61240,49682
2012.11.02,00:00,1.61240,1.61330,1.60070,1.60210,49556
2012.11.05,00:00,1.60110,1.60390,1.59570,1.59780,47127
2012.11.06,00:00,1.59780,1.60070,1.59630,1.59960,52777
2012.11.07,00:00,1.59960,1.60420,1.59540,1.59840,67084
2012.11.08,00:00,1.59840,1.60040,1.59280,1.59820,59100
2012.11.09,00:00,1.59820,1.60190,1.58870,1.58940,60477
2012.11.12,00:00,1.59020,1.59150,1.58630,1.58760,45337
2012.11.13,00:00,1.58760,1.59150,1.58580,1.58700,57577
2012.11.14,00:00,1.58700,1.59010,1.58380,1.58400,57416
2012.11.15,00:00,1.58400,1.58790,1.58270,1.58660,54722
2012.11.16,00:00,1.58660,1.59010,1.58350,1.58800,53049
2012.11.19,00:00,1.58860,1.59230,1.58820,1.59080,47772
2012.11.20,00:00,1.59070,1.59350,1.58910,1.59260,51846
2012.11.21,00:00,1.59260,1.59550,1.58830,1.59510,52109
2012.11.22,00:00,1.59510,1.59780,1.59180,1.59360,50817
2012.11.23,00:00,1.59360,1.60510,1.59260,1.60260,49594
2012.11.26,00:00,1.60340,1.60370,1.59960,1.60250,49753
2012.11.27,00:00,1.60250,1.60550,1.60080,1.60200,57423
2012.11.28,00:00,1.60210,1.60250,1.59620,1.60140,56995
2012.11.29,00:00,1.60130,1.60470,1.60010,1.60390,54227
2012.11.30,00:00,1.60390,1.60620,1.59890,1.60110,56952
2012.12.03,00:00,1.60170,1.61160,1.60130,1.60910,51972
2012.12.04,00:00,1.60910,1.61310,1.60860,1.61010,53559
2012.12.05,00:00,1.61000,1.61180,1.60820,1.60940,49405
2012.12.06,00:00,1.60950,1.61280,1.60400,1.60480,56882
2012.12.07,00:00,1.60480,1.60600,1.60010,1.60370,56940
2012.12.10,00:00,1.60360,1.60960,1.60130,1.60750,46738
2012.12.11,00:00,1.60740,1.61210,1.60680,1.61130,49608
2012.12.12,00:00,1.61140,1.61710,1.60950,1.61490,52651
2012.12.13,00:00,1.61480,1.61520,1.60840,1.61110,51604
2012.12.14,00:00,1.61110,1.61760,1.61030,1.61710,53065
2012.12.17,00:00,1.61650,1.62160,1.61570,1.62030,50411
2012.12.18,00:00,1.62020,1.62680,1.61930,1.62510,48399
2012.12.19,00:00,1.62510,1.63060,1.62430,1.62460,54086
2012.12.20,00:00,1.62460,1.62950,1.62380,1.62760,54695
2012.12.21,00:00,1.62770,1.62820,1.61510,1.61690,59188
2012.12.24,00:00,1.61530,1.62050,1.61000,1.61110,36244
2012.12.26,00:00,1.61280,1.61700,1.61070,1.61350,34404
2012.12.27,00:00,1.61350,1.62020,1.60660,1.60980,54608
2012.12.28,00:00,1.60970,1.61700,1.60780,1.61450,45811
2012.12.31,00:00,1.61760,1.62740,1.61330,1.62610,34698
2013.01.02,00:00,1.63210,1.63390,1.62240,1.62530,42977
2013.01.03,00:00,1.62530,1.62550,1.60910,1.61050,47025
2013.01.04,00:00,1.61050,1.61080,1.60100,1.60680,52114
2013.01.07,00:00,1.60740,1.61170,1.60200,1.61140,46552
2013.01.08,00:00,1.61140,1.61280,1.60290,1.60530,47101
2013.01.09,00:00,1.60540,1.60750,1.59930,1.60220,49042
2013.01.10,00:00,1.60210,1.61670,1.60030,1.61660,55504
2013.01.11,00:00,1.61670,1.61760,1.60890,1.61270,53578
2013.01.14,00:00,1.61310,1.61540,1.60320,1.60730,50562
2013.01.15,00:00,1.60760,1.61000,1.60320,1.60630,60056
2013.01.16,00:00,1.60630,1.60800,1.59750,1.60040,58821
2013.01.17,00:00,1.60050,1.60390,1.59550,1.59920,61109
2013.01.18,00:00,1.59920,1.60060,1.58540,1.58660,62007
2013.01.21,00:00,1.58490,1.58930,1.58060,1.58270,46337
2013.01.22,00:00,1.58280,1.58830,1.58100,1.58380,59521
2013.01.23,00:00,1.58370,1.58910,1.58010,1.58440,54760
2013.01.24,00:00,1.58440,1.58510,1.57560,1.57890,55507
2013.01.25,00:00,1.57890,1.58260,1.57450,1.57950,56756
2013.01.28,00:00,1.57620,1.57850,1.56740,1.56940,50075
2013.01.29,00:00,1.56940,1.57730,1.56850,1.57620,51939
2013.01.30,00:00,1.57620,1.58160,1.57260,1.57990,53892
2013.01.31,00:00,1.57990,1.58750,1.57740,1.58550,54800
2013.02.01,00:00,1.58550,1.58790,1.56900,1.56920,63146
2013.02.04,00:00,1.56930,1.57710,1.56850,1.57570,51729
2013.02.05,00:00,1.57580,1.58040,1.56300,1.56580,57632
2013.02.06,00:00,1.56580,1.56780,1.56300,1.56570,53475
2013.02.07,00:00,1.56600,1.57670,1.56450,1.57150,61748
2013.02.08,00:00,1.57150,1.58440,1.57050,1.57970,57483
2013.02.11,00:00,1.57980,1.58100,1.56530,1.56580,50696
2013.02.12,00:00,1.56580,1.56700,1.55730,1.56620,56092
2013.02.13,00:00,1.56620,1.56890,1.55240,1.55410,53517
2013.02.14,00:00,1.55410,1.55430,1.54750,1.54940,52479
2013.02.15,00:00,1.54940,1.55500,1.54620,1.55160,36725
2013.02.18,00:00,1.55050,1.55080,1.54380,1.54640,29604
2013.02.19,00:00,1.54640,1.55040,1.54140,1.54240,28579
2013.02.20,00:00,1.54240,1.54500,1.51910,1.52340,34483
2013.02.21,00:00,1.52340,1.52740,1.51290,1.52550,37081
2013.02.22,00:00,1.52530,1.53190,1.51600,1.51600,33018
2013.02.25,00:00,1.50760,1.51980,1.50720,1.51610,42916
2013.02.26,00:00,1.51610,1.52180,1.51130,1.51220,41907
2013.02.27,00:00,1.51230,1.51880,1.50810,1.51560,36953
2013.02.28,00:00,1.51590,1.52220,1.51480,1.51620,32363
2013.03.01,00:00,1.51620,1.51850,1.49850,1.50360,37187
2013.03.04,00:00,1.50420,1.51170,1.50000,1.51140,31188
2013.03.05,00:00,1.51140,1.51980,1.50940,1.51260,34174
2013.03.06,00:00,1.51260,1.51530,1.50160,1.50170,30375
2013.03.07,00:00,1.50180,1.50820,1.49660,1.50130,37861
2013.03.08,00:00,1.50130,1.50470,1.48870,1.49220,33033
2013.03.11,00:00,1.49220,1.49430,1.48650,1.49150,29389
2013.03.12,00:00,1.49160,1.49190,1.48310,1.48980,34730
2013.03.13,00:00,1.48980,1.49810,1.48940,1.49190,34412
2013.03.14,00:00,1.49190,1.51170,1.49150,1.50850,35891
2013.03.15,00:00,1.50860,1.51760,1.50680,1.51120,34511
2013.03.18,00:00,1.51160,1.51440,1.50720,1.51070,29761
2013.03.19,00:00,1.51070,1.51440,1.50730,1.50920,36657
2013.03.20,00:00,1.50920,1.51860,1.50270,1.51020,41444
2013.03.21,00:00,1.51020,1.52090,1.50880,1.51690,56608
2013.03.22,00:00,1.51690,1.52470,1.51660,1.52290,36990
2013.03.25,00:00,1.52320,1.52610,1.51440,1.51720,52578
2013.03.26,00:00,1.51720,1.52070,1.51360,1.51590,43384
2013.03.27,00:00,1.51590,1.51810,1.50920,1.51270,45746
2013.03.28,00:00,1.51280,1.52010,1.51120,1.51910,46041
2013.03.29,00:00,1.51900,1.52180,1.51770,1.51990,35975
2013.04.01,00:00,1.51930,1.52420,1.51780,1.52310,26719
2013.04.02,00:00,1.52300,1.52580,1.50990,1.51020,42254
2013.04.03,00:00,1.51030,1.51580,1.50760,1.51290,42089
2013.04.04,00:00,1.51290,1.52450,1.50340,1.52340,55741
2013.04.05,00:00,1.52340,1.53630,1.51990,1.53340,52403
2013.04.08,00:00,1.53050,1.53500,1.52390,1.52540,44722
2013.04.09,00:00,1.52550,1.53410,1.52500,1.53210,49974
2013.04.10,00:00,1.53210,1.53430,1.52920,1.53300,46462
2013.04.11,00:00,1.53310,1.54110,1.53180,1.53850,47745
2013.04.12,00:00,1.53850,1.54090,1.53400,1.53400,44966
2013.04.15,00:00,1.53410,1.53840,1.52700,1.52830,49178
2013.04.16,00:00,1.52830,1.53790,1.52720,1.53610,51811
2013.04.17,00:00,1.53610,1.53720,1.52160,1.52380,53619
2013.04.18,00:00,1.52390,1.53130,1.52180,1.52780,47220
2013.04.19,00:00,1.52780,1.53680,1.52240,1.52300,46037
2013.04.22,00:00,1.52330,1.52920,1.52040,1.52920,41022
2013.04.23,00:00,1.52910,1.52980,1.51970,1.52380,44818
2013.04.24,00:00,1.52380,1.52870,1.52260,1.52670,41676
2013.04.25,00:00,1.52680,1.54800,1.52650,1.54330,49182
2013.04.26,00:00,1.54330,1.54980,1.54190,1.54710,46397
2013.04.29,00:00,1.54870,1.55460,1.54760,1.55000,39995
2013.04.30,00:00,1.55000,1.55680,1.54690,1.55320,43583
2013.05.01,00:00,1.55320,1.56050,1.55270,1.55550,42106
2013.05.02,00:00,1.55540,1.55900,1.54960,1.55330,47937
2013.05.03,00:00,1.55330,1.56010,1.54810,1.55710,47196
2013.05.06,00:00,1.55690,1.55980,1.55200,1.55390,31491
2013.05.07,00:00,1.55400,1.55520,1.54470,1.54850,39222
2013.05.08,00:00,1.54850,1.55910,1.54710,1.55340,41390
2013.05.09,00:00,1.55330,1.55870,1.54250,1.54480,47615
2013.05.10,00:00,1.54490,1.54580,1.53140,1.53600,53527
2013.05.13,00:00,1.53550,1.53840,1.52780,1.52990,44346
2013.05.14,00:00,1.52980,1.53300,1.52070,1.52080,48680
2013.05.15,00:00,1.52080,1.52710,1.51730,1.52330,54169
2013.05.16,00:00,1.52330,1.53220,1.51970,1.52670,52947
2013.05.17,00:00,1.52670,1.52820,1.51570,1.51660,52529
2013.05.20,00:00,1.51910,1.52800,1.51660,1.52550,41742
2013.05.21,00:00,1.52550,1.52760,1.51120,1.51530,52605
2013.05.22,00:00,1.51530,1.51740,1.50190,1.50490,59689
2013.05.23,00:00,1.50490,1.51280,1.50140,1.51070,58301
2013.05.24,00:00,1.51070,1.51420,1.50650,1.51220,50396
2013.05.27,00:00,1.51340,1.51560,1.50870,1.50980,30630
2013.05.28,00:00,1.50980,1.51340,1.50270,1.50380,50270
2013.05.29,00:00,1.50380,1.51450,1.50080,1.51300,55650
2013.05.30,00:00,1.51310,1.52370,1.51110,1.52310,57864
2013.05.31,00:00,1.52310,1.52390,1.51400,1.51960,58719
2013.06.03,00:00,1.52070,1.53740,1.51920,1.53200,49134
2013.06.04,00:00,1.53210,1.53430,1.52730,1.53120,50197
2013.06.05,00:00,1.53120,1.54090,1.52920,1.54050,57282
2013.06.06,00:00,1.54040,1.56830,1.53810,1.55990,63420
2013.06.07,00:00,1.55990,1.56170,1.54880,1.55550,67707
2013.06.10,00:00,1.55160,1.55860,1.54950,1.55720,52282
2013.06.11,00:00,1.55710,1.56520,1.55200,1.56440,63840
2013.06.12,00:00,1.56450,1.57000,1.56330,1.56790,52755
2013.06.13,00:00,1.56790,1.57360,1.56450,1.57190,59338
2013.06.14,00:00,1.57190,1.57240,1.56160,1.57020,53275
2013.06.17,00:00,1.57300,1.57510,1.56820,1.57220,39313
2013.06.18,00:00,1.57220,1.57230,1.55650,1.56410,48193
2013.06.19,00:00,1.56410,1.56760,1.54490,1.54830,50271
2013.06.20,00:00,1.54830,1.55160,1.54140,1.55080,67363
2013.06.21,00:00,1.55080,1.55300,1.53680,1.54150,59430
2013.06.24,00:00,1.53740,1.54640,1.53430,1.54320,55946
2013.06.25,00:00,1.54330,1.54760,1.53970,1.54210,54290
2013.06.26,00:00,1.54210,1.54400,1.52970,1.53130,52124
2013.06.27,00:00,1.53140,1.53460,1.52040,1.52590,48435
2013.06.28,00:00,1.52580,1.52780,1.51650,1.52110,49347
2013.07.01,00:00,1.52040,1.52480,1.51830,1.52160,41833
2013.07.02,00:00,1.52160,1.52380,1.51370,1.51550,44527
2013.07.03,00:00,1.51550,1.53040,1.51300,1.52800,47090
2013.07.04,00:00,1.52790,1.52870,1.50550,1.50700,49059
2013.07.05,00:00,1.50710,1.50800,1.48590,1.48850,53346
2013.07.08,00:00,1.48770,1.49650,1.48580,1.49500,39402
2013.07.09,00:00,1.49500,1.49800,1.48130,1.48660,49419
2013.07.10,00:00,1.48660,1.50130,1.48450,1.50110,52776
2013.07.11,00:00,1.50120,1.52210,1.49980,1.51840,68937
2013.07.12,00:00,1.51840,1.51880,1.50760,1.51040,31628
2013.07.15,00:00,1.51070,1.51260,1.50270,1.50990,42881
2013.07.16,00:00,1.50990,1.51680,1.50450,1.51590,48679
2013.07.17,00:00,1.51600,1.52680,1.50790,1.52120,52870
2013.07.18,00:00,1.52120,1.52420,1.51580,1.52260,50183
2013.07.19,00:00,1.52260,1.52820,1.51970,1.52630,48308
2013.07.22,00:00,1.52700,1.53840,1.52580,1.53590,45099
2013.07.23,00:00,1.53590,1.53910,1.53260,1.53690,46458
2013.07.24,00:00,1.53680,1.53890,1.52890,1.53130,51183
2013.07.25,00:00,1.53130,1.54330,1.52640,1.53880,54695
2013.07.26,00:00,1.53890,1.54170,1.53560,1.53790,47929
2013.07.29,00:00,1.53800,1.54130,1.53290,1.53380,44236
2013.07.30,00:00,1.53380,1.53530,1.52230,1.52360,47249
2013.07.31,00:00,1.52360,1.52540,1.51260,1.52050,57654
2013.08.01,00:00,1.52050,1.52420,1.51100,1.51190,56553
2013.08.02,00:00,1.51190,1.53080,1.51020,1.52870,54453
2013.08.05,00:00,1.52910,1.53780,1.52580,1.53550,48054
2013.08.06,00:00,1.53550,1.53920,1.53320,1.53480,47678
2013.08.07,00:00,1.53470,1.55300,1.52040,1.54870,58735
2013.08.08,00:00,1.54880,1.55740,1.54850,1.55380,49188
2013.08.09,00:00,1.55380,1.55590,1.54970,1.54990,41827
2013.08.12,00:00,1.54900,1.55220,1.54590,1.54600,40091
2013.08.13,00:00,1.54600,1.55110,1.54270,1.54460,47911
2013.08.14,00:00,1.54470,1.55460,1.54220,1.54990,48882
2013.08.15,00:00,1.54990,1.56510,1.54950,1.56390,60306
2013.08.16,00:00,1.56390,1.56570,1.56080,1.56240,47888
2013.08.19,00:00,1.56200,1.56720,1.56090,1.56510,6225
2013.08.20,00:00,1.56500,1.56950,1.56280,1.56640,6600
2013.08.21,00:00,1.56650,1.57170,1.56170,1.56280,8933
2013.08.22,00:00,1.56270,1.56300,1.55620,1.55900,7351
2013.08.23,00:00,1.55910,1.56360,1.55380,1.55800,12946
2013.08.25,00:00,1.55640,1.55810,1.55620,1.55700,350
2013.08.26,00:00,1.55690,1.56110,1.55550,1.55800,7338
2013.08.27,00:00,1.55810,1.55910,1.54800,1.55490,13398
2013.08.28,00:00,1.55500,1.55510,1.54270,1.55320,14839
2013.08.29,00:00,1.55330,1.55470,1.54810,1.55050,11402
2013.08.30,00:00,1.55040,1.55260,1.54620,1.54950,9660
2013.09.01,00:00,1.55210,1.55240,1.55050,1.55170,1221
2013.09.02,00:00,1.55160,1.55920,1.55050,1.55450,9783
2013.09.03,00:00,1.55440,1.56020,1.55210,1.55590,11619
2013.09.04,00:00,1.55610,1.56460,1.55540,1.56240,9995
2013.09.05,00:00,1.56250,1.56660,1.55710,1.55870,13651
2013.09.06,00:00,1.55880,1.56800,1.55640,1.56290,11522
2013.09.08,00:00,1.56300,1.56370,1.56230,1.56290,477
2013.09.09,00:00,1.56290,1.57320,1.56270,1.56930,8896
2013.09.10,00:00,1.56930,1.57430,1.56850,1.57280,8259
2013.09.11,00:00,1.57290,1.58280,1.57180,1.58170,11342
2013.09.12,00:00,1.58160,1.58390,1.57700,1.58020,12086
2013.09.13,00:00,1.58010,1.58840,1.57750,1.58730,10551
2013.09.15,00:00,1.59410,1.59500,1.59290,1.59390,1124
2013.09.16,00:00,1.59380,1.59620,1.58930,1.58980,8191
2013.09.17,00:00,1.58970,1.59360,1.58850,1.59040,10991
2013.09.18,00:00,1.59050,1.61620,1.58910,1.61230,18625
2013.09.19,00:00,1.61240,1.61460,1.60210,1.60290,15241
2013.09.20,00:00,1.60280,1.60660,1.59850,1.60160,8692
2013.09.22,00:00,1.60050,1.60110,1.59930,1.60090,340
2013.09.23,00:00,1.60090,1.60720,1.60070,1.60390,11000
2013.09.24,00:00,1.60400,1.60420,1.59540,1.59990,9993
2013.09.25,00:00,1.59990,1.60870,1.59780,1.60760,10597
2013.09.26,00:00,1.60750,1.60950,1.59980,1.60380,9316
2013.09.27,00:00,1.60380,1.61440,1.60290,1.61430,10897
2013.09.29,00:00,1.61440,1.61630,1.61380,1.61590,709
2013.09.30,00:00,1.61590,1.62020,1.61270,1.61900,13147
2013.10.01,00:00,1.61890,1.62600,1.61810,1.61950,14262
2013.10.02,00:00,1.61950,1.62500,1.61620,1.62240,12317
2013.10.03,00:00,1.62230,1.62400,1.61540,1.61600,9699
2013.10.04,00:00,1.61610,1.61770,1.60180,1.60180,8144
2013.10.06,00:00,1.60160,1.60420,1.60150,1.60390,322
2013.10.07,00:00,1.60380,1.60990,1.60250,1.60880,7446
2013.10.08,00:00,1.60890,1.61230,1.60190,1.60940,8262
2013.10.09,00:00,1.60950,1.61210,1.59150,1.59580,10586
2013.10.10,00:00,1.59590,1.59780,1.59130,1.59740,7601
2013.10.11,00:00,1.59730,1.60010,1.59220,1.59560,5839
2013.10.13,00:00,1.59690,1.59730,1.59630,1.59660,305
2013.10.14,00:00,1.59670,1.60170,1.59530,1.59710,4804
2013.10.15,00:00,1.59700,1.60080,1.59140,1.59910,8730
2013.10.16,00:00,1.59920,1.60590,1.58930,1.59440,10365
2013.10.17,00:00,1.59450,1.61710,1.59390,1.61570,12228
2013.10.18,00:00,1.61580,1.62240,1.61410,1.61650,5904
2013.10.20,00:00,1.61670,1.61770,1.61670,1.61700,326
2013.10.21,00:00,1.61710,1.61800,1.61310,1.61410,6289
2013.10.22,00:00,1.61400,1.62470,1.61150,1.62310,9205
2013.10.23,00:00,1.62310,1.62560,1.61180,1.61640,10999
2013.10.24,00:00,1.61630,1.62220,1.61370,1.61960,11507
2013.10.25,00:00,1.61960,1.62460,1.61500,1.61790,11507
2013.10.27,00:00,1.61760,1.61820,1.61670,1.61710,511
2013.10.28,00:00,1.61700,1.62070,1.61240,1.61380,9080
2013.10.29,00:00,1.61380,1.61430,1.60220,1.60460,13577
2013.10.30,00:00,1.60460,1.60770,1.59970,1.60230,13894
2013.10.31,00:00,1.60230,1.60680,1.60050,1.60420,14335
2013.11.01,00:00,1.60420,1.60420,1.59080,1.59210,12418
2013.11.03,00:00,1.59300,1.59320,1.59200,1.59210,387
2013.11.04,00:00,1.59220,1.59780,1.59020,1.59700,9543
2013.11.05,00:00,1.59700,1.60620,1.59470,1.60440,11051
2013.11.06,00:00,1.60430,1.61170,1.60430,1.60830,9944
2013.11.07,00:00,1.60830,1.61130,1.60090,1.60860,17510
2013.11.08,00:00,1.60870,1.61050,1.59560,1.60120,13623
2013.11.10,00:00,1.60060,1.60090,1.59990,1.60010,449
2013.11.11,00:00,1.60000,1.60210,1.59640,1.59850,9054
2013.11.12,00:00,1.59840,1.59910,1.58530,1.58880,12527
2013.11.13,00:00,1.58890,1.60660,1.58770,1.60440,13672
2013.11.14,00:00,1.60430,1.61010,1.59870,1.60520,14299
2013.11.15,00:00,1.60530,1.61340,1.60470,1.61130,10093
2013.11.17,00:00,1.61220,1.61220,1.61100,1.61110,338
2013.11.18,00:00,1.61120,1.61480,1.60810,1.61122,14099
2013.11.19,00:00,1.61122,1.61432,1.60596,1.61352,61936
2013.11.20,00:00,1.61350,1.61779,1.60874,1.60977,74284
2013.11.21,00:00,1.60977,1.62023,1.60723,1.61793,73396
2013.11.22,00:00,1.61794,1.62247,1.61794,1.62228,54967
2013.11.24,00:00,1.62239,1.62401,1.62239,1.62318,2337
2013.11.25,00:00,1.62319,1.62357,1.61332,1.61703,51833
2013.11.26,00:00,1.61697,1.62190,1.61388,1.62088,54948
2013.11.27,00:00,1.62088,1.63305,1.61977,1.62833,62531
2013.11.28,00:00,1.62830,1.63575,1.62766,1.63385,103993
2013.11.29,00:00,1.63385,1.63833,1.63141,1.63674,120390
2013.12.01,00:00,1.63672,1.63773,1.63665,1.63773,2139
2013.12.02,00:00,1.63771,1.64423,1.63426,1.63574,130498
2013.12.03,00:00,1.63574,1.64367,1.63465,1.63885,111613
2013.12.04,00:00,1.63884,1.64037,1.63201,1.63772,160715
2013.12.05,00:00,1.63772,1.64036,1.63002,1.63302,181913
2013.12.06,00:00,1.63302,1.63931,1.62908,1.63462,157137
2013.12.08,00:00,1.63460,1.63525,1.63256,1.63266,4337
2013.12.09,00:00,1.63266,1.64324,1.63225,1.64222,105197
2013.12.10,00:00,1.64222,1.64652,1.64183,1.64573,114316
